Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Urban_Rural_Town,Urban_Rural_City,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check,Churn
1,32,1,0,0,1,7.0,28,1,28.86,0,1,24,1,1,0,1,0,0,0,1,0,60.9,1785.65,0.0,0,808.0799999999999,2593.73,3851,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,41,1,0,0,1,7.0,70,1,11.71,0,0,0,0,0,0,0,0,0,0,0,0,19.8,1397.65,0.0,0,819.7,2217.3500000000004,4500,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,64,0,0,0,0,0.0,34,1,22.41,1,1,13,1,1,1,1,1,1,1,1,0,116.25,3899.05,0.0,0,761.94,4660.99,4022,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,50,1,0,0,1,1.0,70,1,29.72,1,1,12,1,0,0,0,0,1,1,1,0,65.2,4543.15,0.0,0,2080.4,6623.549999999999,6316,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,54,1,1,0,1,1.0,52,1,31.96,0,1,26,1,0,1,1,0,0,0,1,1,84.05,4326.8,0.0,0,1661.92,5988.72,6099,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,23,0,0,0,0,0.0,69,1,26.45,1,1,46,1,1,1,1,1,0,0,0,1,79.45,5502.55,0.0,0,1825.05,7407.6,5189,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1,63,0,1,0,0,0.0,11,1,47.12,1,1,23,0,0,1,0,0,0,0,1,1,78.0,851.8,0.0,0,518.3199999999999,1370.12,4886,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,47,0,0,0,0,0.0,1,1,16.47,0,0,0,0,0,0,0,0,0,0,0,0,19.85,19.85,0.0,0,16.47,36.32,4905,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,21,0,0,0,0,0.0,61,1,36.05,1,1,63,1,0,1,0,1,1,1,1,1,106.45,6300.15,0.0,0,2199.05,8499.199999999999,4842,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,42,0,0,0,0,0.0,56,1,2.5,1,1,3,0,1,0,1,1,1,1,1,1,105.45,5916.95,0.0,0,140.0,6056.95,4212,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,36,0,0,0,0,0.0,30,1,2.87,1,1,29,1,1,1,1,0,0,0,1,1,95.0,2852.4,0.0,0,86.10000000000001,2938.5,3597,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,19,0,0,0,0,0.0,28,1,28.42,0,1,48,1,0,0,1,0,0,0,0,0,54.3,1546.3,0.0,0,795.76,2492.06,5271,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,34,0,0,0,0,0.0,12,1,38.96,0,0,0,0,0,0,0,0,0,0,0,0,20.05,265.45,0.0,0,467.52,732.97,4996,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,37,1,1,0,0,0.0,67,1,38.98,1,1,16,0,1,1,0,1,1,1,1,1,105.4,6989.45,0.0,0,2611.66,9601.11,5666,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,29,1,1,0,1,1.0,55,1,41.89,1,1,52,0,0,0,0,0,1,1,1,0,85.5,4713.4,0.0,0,2303.95,7017.349999999999,6411,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,43,0,0,0,0,0.0,52,1,31.31,0,1,12,1,0,1,0,1,0,0,1,0,91.25,4738.3,0.0,0,1628.12,6366.42,4770,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,30,1,1,0,1,1.0,58,1,43.75,1,1,63,0,1,0,1,1,0,0,1,1,94.7,5430.35,0.0,0,2537.5,7967.85,5653,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1,52,1,1,0,1,1.0,35,1,20.85,0,0,0,0,0,0,0,0,0,0,0,0,19.6,686.95,0.0,0,729.75,1416.7,3764,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0,51,1,1,0,1,7.5,24,1,20.6,0,0,0,0,0,0,0,0,0,0,0,1,21.1,490.65,0.0,0,494.4,985.05,4368,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,47,1,1,0,1,5.0,70,1,48.57,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1360.25,0.0,0,2871.9325,4760.15,4485,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,25,0,0,0,0,0.0,2,1,37.7,0,1,63,0,0,0,0,1,0,0,1,1,79.95,174.45,0.0,0,75.4,249.85,5213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,60,0,0,0,0,0.0,12,1,33.36,1,1,22,0,0,1,0,1,0,0,1,1,89.55,1021.75,0.0,0,400.32,1422.07,2325,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,54,1,0,0,1,1.0,63,1,21.15,1,1,24,0,1,0,0,0,0,0,1,1,81.55,5029.05,0.0,0,1332.4499999999998,6361.5,4980,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,24,1,0,0,1,7.5,33,1,8.79,0,1,27,1,1,1,0,0,0,0,1,1,58.45,1955.4,0.0,0,290.07,2245.4700000000003,4276,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,32,1,0,0,1,4.0,69,1,46.87,0,1,11,0,1,0,0,1,1,1,1,1,95.65,6744.2,0.0,0,2871.9325,9978.23,5251,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,26,1,0,0,1,5.0,60,1,14.0,0,1,42,0,1,1,1,1,1,1,1,1,80.6,4946.7,0.0,0,840.0,5786.7,5667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,43,1,1,0,1,7.5,72,1,26.32,1,1,53,1,1,1,1,1,1,1,1,1,113.1,8248.5,0.0,0,1895.04,10143.54,5308,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,52,0,0,0,0,0.0,11,1,24.57,1,1,10,0,0,0,0,0,1,1,0,1,58.95,601.6,0.0,0,270.27,941.87,3880,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,57,0,0,0,0,0.0,1,1,40.63,0,0,0,0,0,0,0,0,0,0,0,0,19.55,19.55,0.0,0,40.63,60.18000000000001,3968,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,59,1,1,0,1,1.0,34,1,3.54,0,1,12,0,0,0,0,0,1,1,1,1,78.95,2647.2,0.0,0,120.36,2767.56,2074,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,22,0,0,0,0,0.0,65,1,26.83,1,1,59,0,1,0,1,1,1,1,1,1,105.05,6744.25,0.0,0,1743.9499999999998,8488.2,5742,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,35,0,0,0,0,0.0,15,1,3.49,0,0,0,0,0,0,0,0,0,0,0,0,19.75,311.6,0.0,0,52.35,363.9500000000001,4123,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,44,1,1,0,1,7.5,72,1,33.01,1,1,51,1,1,1,0,1,1,1,1,1,110.3,7966.9,0.0,0,2376.72,10343.62,5780,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,26,1,1,0,1,7.5,72,1,34.69,1,1,59,1,1,1,1,1,1,1,0,1,115.6,8220.4,0.0,0,2497.68,10858.08,5633,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,46,1,1,0,1,2.0,55,1,24.7,0,0,0,0,0,0,0,0,0,0,0,0,19.35,1153.25,0.0,0,1358.5,2511.75,5248,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,27,1,1,0,1,1.0,23,1,25.54,1,0,0,0,0,0,0,0,0,0,0,1,25.6,514.75,0.0,0,587.42,1102.17,5939,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,58,1,0,0,1,2.0,56,1,42.86,1,1,8,1,0,1,0,0,1,1,1,1,68.75,3808.0,0.0,0,2400.16,6208.16,6198,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,22,0,0,0,0,0.0,1,1,11.83,0,0,0,0,0,0,0,0,0,0,0,0,19.9,19.9,0.0,0,11.83,31.73,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,55,0,0,0,0,0.0,38,1,42.24,0,1,22,1,1,0,1,1,0,0,1,0,70.6,2708.2,0.0,0,1605.12,4313.32,4993,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,51,0,0,0,0,0.0,11,1,1.01,0,1,8,0,0,0,0,0,0,0,1,0,70.2,760.05,0.0,0,11.11,771.16,2535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,54,0,0,0,0,0.0,1,1,14.97,0,1,5,0,0,0,1,0,0,0,0,1,49.3,49.3,0.0,0,14.97,74.27,4209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,53,1,0,0,1,1.0,56,1,14.43,1,1,25,0,1,0,1,1,1,1,1,1,107.25,6033.3,0.0,0,808.0799999999999,6841.38,5800,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,19,1,0,0,1,7.5,3,1,14.1,1,0,0,0,0,0,0,0,0,0,0,1,23.6,89.05,0.0,0,42.3,131.35,5587,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,63,1,1,0,1,6.0,7,1,5.17,0,1,51,1,0,0,0,1,1,1,1,0,69.7,516.15,0.0,0,36.19,552.3399999999999,4326,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,49,1,1,0,1,3.0,59,1,41.09,1,1,16,0,0,1,0,1,1,1,1,1,99.5,5861.75,0.0,0,2424.3100000000004,8286.060000000001,4583,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,19,0,0,0,0,0.0,7,1,31.84,0,1,58,0,0,1,1,1,0,0,1,0,64.3,445.95,0.0,0,222.88,668.8299999999999,4010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,19,1,0,0,1,3.0,71,1,2.43,0,1,58,1,0,1,1,0,1,1,1,1,70.85,4973.4,0.0,0,172.53,5145.929999999999,5328,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,23,1,1,0,1,7.5,15,1,2.12,0,1,30,1,0,0,1,1,1,1,0,0,101.9,1667.25,0.0,0,31.8,1819.05,3707,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,34,1,0,0,1,7.0,71,1,34.39,1,1,5,1,1,0,1,1,0,0,1,0,73.5,5357.75,0.0,0,2441.69,7799.44,5431,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0,23,0,0,0,0,0.0,11,0,0.0,0,1,59,0,1,1,1,0,0,0,1,1,40.4,422.6,0.0,0,0.0,422.6,2133,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,32,1,1,0,1,2.0,60,1,23.68,0,0,0,0,0,0,0,0,0,0,0,1,19.25,1103.25,0.0,0,1420.8,2524.05,6134,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,55,0,0,0,0,0.0,11,1,5.0,0,1,23,0,0,1,1,0,1,1,1,0,64.9,697.25,0.0,0,55.0,752.25,3206,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,26,1,0,0,1,2.0,61,1,20.34,0,1,51,1,1,0,1,1,1,1,0,1,81.05,4747.65,0.0,0,1240.74,5988.389999999999,4072,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,27,1,1,0,1,3.0,31,1,36.49,1,1,59,1,0,1,0,1,0,0,1,0,98.05,3082.1,0.0,0,1131.19,4213.29,4524,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,30,0,0,0,0,0.0,9,1,40.71,0,1,52,0,0,0,0,0,0,0,1,1,70.5,597.9,0.0,0,366.39,964.29,3198,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,59,0,0,0,0,0.0,2,1,9.61,0,0,0,0,0,0,0,0,0,0,0,1,19.65,38.8,0.0,0,19.22,58.02,3007,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,62,1,1,0,1,1.0,1,1,28.28,0,0,0,0,0,0,0,0,0,0,0,1,19.0,19.0,0.0,0,28.28,47.28,2400,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,40,0,0,0,0,0.0,3,1,15.37,0,0,0,0,0,0,0,0,0,0,0,1,20.0,61.7,0.0,0,46.11,107.81,5575,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,56,0,0,0,0,0.0,52,1,46.24,0,1,10,1,1,0,0,1,0,0,0,1,63.25,3342.45,0.0,0,2404.48,5876.93,6471,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,28,1,0,0,1,1.0,5,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,20.1,85.1,0.0,0,26.0,111.1,2894,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,52,1,0,0,1,1.0,72,1,28.86,1,1,8,1,1,1,0,0,1,1,1,1,99.15,7422.1,0.0,0,2077.92,9500.02,5152,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,25,1,0,0,1,1.0,71,1,3.57,1,1,52,1,1,1,1,1,1,1,1,0,90.4,6668.05,0.0,0,253.47,6921.52,5633,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,32,1,0,0,1,1.0,72,1,47.83,1,1,27,1,0,1,1,1,1,1,1,1,111.9,8071.05,0.0,0,2871.9325,11094.447500000002,6437,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,56,1,0,0,1,1.0,46,1,18.45,1,0,0,0,0,0,0,0,0,0,0,0,24.9,1174.8,0.0,0,848.6999999999999,2023.5,2026,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,19,1,0,0,1,1.0,63,1,13.45,1,1,63,1,1,1,0,1,1,1,1,0,83.5,5435.0,0.0,0,847.3499999999999,6282.35,4652,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,52,0,0,0,0,0.0,30,1,24.73,0,1,20,1,1,1,0,0,0,0,0,1,84.3,2438.6,0.0,0,741.9,3310.5,5393,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,36,0,0,0,0,0.0,1,1,37.44,0,1,9,0,0,0,0,0,0,0,1,0,45.6,45.6,0.0,0,37.44,83.03999999999999,2352,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,45,0,0,0,0,0.0,16,0,0.0,0,1,27,1,1,1,1,1,0,0,1,0,54.85,916.15,0.0,0,0.0,916.15,2136,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,22,0,0,0,0,0.0,4,1,13.31,1,1,59,0,0,0,1,0,1,1,1,0,65.55,237.2,0.0,0,53.24,290.44,5707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,53,1,0,0,0,0.0,51,1,9.21,1,1,30,0,1,0,0,0,1,1,1,1,90.35,4614.55,0.0,0,469.71,5084.26,4965,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1,59,1,0,0,1,1.0,65,1,23.46,0,0,0,0,0,0,0,0,0,0,0,1,20.4,1414.45,0.0,0,1524.9,2939.3500000000004,5368,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,21,0,0,0,0,0.0,16,1,38.32,0,1,63,0,0,0,1,0,0,0,1,1,74.55,1170.5,0.0,0,613.12,1783.62,2893,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,47,0,0,0,0,0.0,2,1,31.45,0,0,0,0,0,0,0,0,0,0,0,0,19.95,47.7,0.0,0,62.9,110.6,3488,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0,34,1,1,0,1,1.0,66,1,37.84,1,1,17,0,0,0,0,0,0,0,1,1,74.25,4859.25,0.0,0,2497.44,7356.69,4395,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,51,0,0,0,0,0.0,46,1,37.5,1,1,22,0,1,1,1,1,1,1,1,0,108.65,4903.2,0.0,0,1725.0,6628.2,4210,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,55,0,0,0,0,0.0,32,1,4.61,1,1,12,1,0,1,1,1,1,1,1,1,109.55,3608.0,0.0,0,147.52,3755.52,5076,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,35,1,0,0,1,1.0,72,1,12.12,1,1,23,1,0,1,1,1,1,1,1,0,86.65,6094.25,0.0,0,872.64,6963.6900000000005,5483,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,28,1,0,0,1,1.0,38,1,22.05,0,1,63,1,0,1,1,1,1,1,1,0,81.0,3084.9,0.0,0,837.9,3922.8,3067,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,48,0,0,0,0,0.0,51,1,36.59,0,1,20,0,0,0,1,0,0,0,1,0,47.85,2356.75,0.0,0,1866.09,4204.450000000001,4138,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,47,1,1,0,1,1.0,72,1,21.89,1,1,58,1,1,1,1,1,1,1,0,0,114.55,8306.05,0.0,0,1576.08,9900.53,6158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,57,0,1,0,0,0.0,66,1,20.63,0,0,0,0,0,0,0,0,0,0,0,0,20.55,1357.1,0.0,0,1361.58,2701.54,4101,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1,63,0,0,0,0,0.0,50,1,27.04,1,1,2,0,0,1,1,0,1,1,1,0,69.5,3418.2,0.0,0,1352.0,4764.469999999999,4145,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,64,0,0,0,0,0.0,15,1,13.58,1,1,19,0,0,0,0,0,0,0,1,0,48.85,631.4,0.0,0,203.7,803.01,3762,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,55,0,0,0,0,0.0,8,0,0.0,0,1,16,0,0,0,0,0,0,0,1,1,25.25,186.3,0.0,0,0.0,186.3,2372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,30,0,0,0,0,0.0,57,1,28.27,1,1,41,1,1,0,1,0,0,0,1,1,87.55,4884.85,0.0,0,1611.39,6494.41,4882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,51,0,0,0,0,0.0,7,1,40.76,1,1,16,0,1,0,0,0,0,0,1,1,78.55,522.95,0.0,0,285.32,761.08,4025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27,0,0,0,0,0.0,62,1,23.88,1,1,47,1,1,1,0,0,0,0,1,1,92.05,5755.8,0.0,0,1480.56,7222.15,5801,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,56,1,1,0,1,5.0,40,1,14.41,0,1,22,0,0,1,0,1,0,0,1,1,85.05,3355.65,0.0,0,576.4,3893.9,5904,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,49,0,0,0,0,0.0,20,1,15.87,0,0,0,0,0,0,0,0,0,0,0,0,19.7,406.95,0.0,0,317.4,724.3499999999999,4404,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,22,1,0,0,0,0.0,25,1,29.81,0,1,52,0,0,0,1,1,1,1,0,1,95.15,2395.7,0.0,0,745.25,3220.95,3273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,28,1,0,0,1,1.0,23,1,18.05,1,1,51,0,1,1,0,0,0,0,1,0,84.25,1968.1,0.0,0,415.15,2374.95,2781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,48,1,0,0,1,7.5,46,1,13.05,1,1,15,1,0,0,0,0,0,0,1,0,55.0,2473.95,0.0,0,600.3000000000001,3042.86,5928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,41,1,0,0,1,5.0,72,1,26.96,1,1,9,1,1,1,1,1,1,1,1,0,89.85,6562.9,0.0,0,1941.12,8491.47,6046,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,40,0,0,0,0,0.0,10,1,17.4,0,0,0,0,0,0,0,0,0,0,0,0,20.35,176.3,0.0,0,174.0,350.3,4745,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0,31,0,0,0,0,0.0,40,0,0.0,0,1,28,1,0,0,1,1,1,1,0,1,54.55,2236.2,0.0,0,0.0,2264.72,3533,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,41,0,0,0,0,0.0,31,1,10.05,0,1,14,0,0,1,1,1,1,1,1,0,99.45,3109.9,0.0,0,311.55,3378.07,2021,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,48,1,0,0,1,2.0,68,1,27.41,1,1,9,1,1,1,1,0,0,0,1,0,70.9,4911.35,0.0,0,1863.88,6725.860000000001,4114,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,50,1,1,0,1,7.5,68,1,19.09,1,0,0,0,0,0,0,0,0,0,0,0,25.4,1620.2,0.0,0,1298.12,2908.98,5668,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,21,1,1,0,1,1.0,15,1,29.55,1,0,0,0,0,0,0,0,0,0,0,1,25.25,394.85,0.0,0,443.25,838.1,4667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,25,1,0,0,1,6.0,50,1,14.32,1,1,58,0,0,1,1,1,0,0,1,1,69.65,3442.15,0.0,0,716.0,4158.15,4706,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,37,1,1,0,1,7.0,35,1,11.75,0,0,0,0,0,0,0,0,0,0,0,0,20.1,655.3,0.0,0,411.25,1027.94,4517,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,64,0,0,0,0,0.0,17,1,9.84,1,0,0,0,0,0,0,0,0,0,0,0,24.8,475.25,0.0,0,167.28,605.47,5208,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,32,0,0,0,0,0.0,10,1,45.69,0,1,11,0,0,0,1,1,1,1,1,1,95.1,865.1,0.0,0,456.9,1278.75,5787,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,39,1,0,0,1,2.0,68,1,41.61,1,1,14,1,1,1,1,1,1,1,1,1,88.85,6132.7,0.0,0,2829.48,8962.18,5228,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,38,1,0,0,1,6.0,45,1,9.91,0,1,19,1,1,1,0,1,1,1,1,0,78.8,3597.5,0.0,0,445.95,4020.17,4192,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,56,1,0,0,1,3.0,37,1,2.15,0,0,0,0,0,0,0,0,0,0,0,0,20.35,697.65,0.0,0,79.55,732.1299999999999,3078,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,46,0,0,0,0,0.0,10,1,3.55,0,1,29,0,0,0,0,0,0,0,0,0,45.25,428.7,0.0,0,35.5,419.3,5369,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,23,0,0,0,0,0.0,1,1,18.15,0,0,0,0,0,0,0,0,0,0,0,0,20.05,20.05,0.0,0,18.15,38.2,2798,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,40,1,0,0,1,7.5,65,1,17.43,1,1,30,1,1,0,0,0,1,1,1,1,69.55,4459.15,0.0,0,1132.95,5568.49,5420,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,33,1,1,0,1,5.0,57,1,42.14,0,0,0,0,0,0,0,0,0,0,0,0,19.5,1167.6,0.0,0,2401.98,3549.69,5864,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,48,0,0,0,0,0.0,3,1,12.5,0,1,4,0,0,1,0,0,0,0,1,1,74.75,238.1,0.0,0,37.5,236.76,3319,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,22,0,0,0,0,0.0,49,0,0.0,0,1,58,0,0,1,0,0,0,0,1,1,30.2,1453.1,0.0,0,0.0,1453.1,5214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,22,1,0,0,1,7.5,70,0,0.0,0,1,63,0,1,1,1,1,1,1,1,0,57.8,4039.3,0.0,0,0.0,4038.29,5640,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,60,1,0,0,1,6.0,53,1,11.35,0,0,0,0,0,0,0,0,0,0,0,1,19.85,1039.45,0.0,0,601.55,1626.33,4836,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,37,1,1,0,1,3.0,53,1,33.31,1,0,0,0,0,0,0,0,0,0,0,0,25.55,1336.1,0.0,0,1765.43,3064.16,5794,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1,49,0,0,0,0,0.0,22,1,22.97,1,0,0,0,0,0,0,0,0,0,0,1,24.85,493.4,0.0,0,505.34,977.42,3534,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,63,0,0,0,0,0.0,48,1,23.76,1,0,0,0,0,0,0,0,0,0,0,0,24.55,1203.95,0.0,0,1140.48,2308.3900000000003,5517,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,57,0,0,0,0,0.0,3,1,47.5,1,1,22,0,1,1,0,1,1,1,1,0,107.95,313.6,0.0,0,142.5,456.1,3449,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,64,1,0,0,1,4.0,45,1,1.59,1,1,19,0,1,0,0,0,0,0,1,0,81.4,3775.85,0.0,0,71.55,3847.4,5602,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,57,1,0,0,1,7.5,61,1,1.27,0,1,24,0,0,1,1,1,1,1,0,1,73.8,4616.05,0.0,0,77.47,4674.01,6301,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,37,0,0,0,0,0.0,3,1,38.05,0,1,7,1,0,0,1,1,0,0,1,1,64.4,195.65,0.0,0,114.15,309.8,5645,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,47,0,0,0,0,0.0,1,1,37.51,0,1,10,0,0,0,0,0,0,0,1,0,71.1,71.1,0.0,0,37.51,108.61,3029,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,33,0,0,0,0,0.0,1,1,14.93,0,1,4,0,0,0,1,0,0,0,1,1,49.9,49.9,0.0,0,14.93,64.83,4667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,58,0,0,0,0,0.0,51,1,34.36,1,0,0,0,0,0,0,0,0,0,0,1,24.6,1266.4,0.0,0,1752.36,2970.85,4886,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,42,0,0,0,0,0.0,52,0,0.0,0,1,14,0,1,0,0,0,0,0,1,0,30.1,1623.4,0.0,0,0.0,1611.68,6290,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,55,0,0,0,0,0.0,51,1,45.92,1,1,12,0,0,0,0,0,1,1,0,0,83.4,4149.45,0.0,0,2341.92,6491.61,4191,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,53,0,0,0,0,0.0,1,1,11.61,0,0,0,0,0,0,0,0,0,0,0,1,20.45,20.45,0.0,0,11.61,32.06,5384,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,55,1,0,0,1,7.0,31,1,29.06,1,1,22,1,1,0,1,0,1,1,1,1,75.25,2344.5,0.0,0,900.86,3243.3700000000003,4258,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,62,0,0,0,0,0.0,47,1,42.25,0,0,0,0,0,0,0,0,0,0,0,0,20.55,1013.05,0.0,0,1985.75,2998.8,3313,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
